	Scientific Name	Common Name	Region	Family	First Listed	Taxonomic Group	Status	Type
6820	Procambarus orcinus	Woodville Karst Cave crayfish	FL	cambaridae		Crustaceans	Not Listed	I
6821	Procambarus pallidus	Pallid Cave crayfish	FL	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
6822	Procambarus pictus	Black Creek crayfish	FL	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
6823	Procambarus plumimanus	Croatan crayfish	NC	cambaridae		Crustaceans	Not Listed	I
6824	Procambarus pogum	Bearded red crayfish	MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
6825	Procambarus regalis	Regal Burrowing crayfish	AR	cambaridae		Crustaceans	Not Listed	I
6826	Procambarus reimeri	Irons Fork Burrowing crayfish	AR	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
6827	Procambarus texanus	Bastrop Crayfish		cambaridae		Crustaceans	Not Listed	I
6828	Procaris hawaiana	Anchialine pool Shrimp	HI	procarididae	2016.0	Crustaceans	Endangered	I
6829	Proceratium californicum	Valley oak ant	CA	formicidae		Insects	Under Review in the Candidate or Petition Process	I
6830	Procotyla typhlops	 planarian	VA	kenkiidae		Flatworms and Roundworms	Not Listed	I
6831	Procyon lotor auspicatus	Key Vaca raccoon	FL	procyonidae		Mammals	Not Listed	V
6832	Procyon lotor incautus	Key West raccoon	FL	procyonidae		Mammals	Not Listed	V
6833	progne subis	Purple martin		hirundinidae		Birds	Not Listed	V
6834	Progomphus bellei	Variegated clubtail	AL, FL, NC	gomphidae		Insects	Not Listed	I
6835	prophysaon coeruleum	Blue-gray taildropper		arionidae		Snails	Not Listed	I
6836	prophysaon dubium	Papillose taildropper		arionidae		Snails	Not Listed	I
6837	Prosopium abyssicola	Bear Lake Whitefish		salmonidae		Fishes	Not Listed	V
6838	prosopium coulterii	Pygmy whitefish		salmonidae		Fishes	Not Listed	V
6839	Prosopium gemmifer	Bonneville Cisco		salmonidae		Fishes	Not Listed	V
6840	Prosopium spilonotus	Bonneville Whitefish		salmonidae		Fishes	Not Listed	V
6841	Prosopium williamsoni	mountain whitefish		salmonidae		Fishes	Not Listed	V
6842	Prosopium williamsoni	mountain whitefish	CO, ID, MT, NV, OR, WA, WY	salmonidae		Fishes	Not Listed	V
6843	Proterhinus spp. (ca 72)	Hawaiian proterhinid beetles	HI	proterhinidae		Insects	Not Listed	I
6844	Protoptila arca	San Marcos saddle-case caddisfly	TX	glossosomatidae		Insects	Not Listed	I
6845	Protoptila balmorhea	Balmorhea saddle-case caddisfly	AZ, TX	glossosomatidae		Insects	Not Listed	I
6846	Protoptila cahabensis	Cahaba saddle-case caddisfly	AL	glossosomatidae		Insects	Not Listed	I
6847	Prunus alleghaniensis	Alleghany plum	CT, DE, MD, MI, NJ, PA, VA, WV	rosaceae		Flowering Plants	Not Listed	P
6848	Prunus alleghaniensis davisii		MI	rosaceae		Flowering Plants	Not Listed	P
6849	Prunus geniculata	Scrub plum	FL	rosaceae	1987.0	Flowering Plants	Endangered	P
6850	Prunus havardii		TX	rosaceae		Flowering Plants	Not Listed	P
6851	Prunus maritima gravesii	Beach, Grave's plum	CT	rosaceae		Flowering Plants	Not Listed	P
6852	Prunus minutiflora		TX	rosaceae		Flowering Plants	Not Listed	P
6853	Prunus murrayana		TX	rosaceae		Flowering Plants	Not Listed	P
6854	Prunus texana		TX	rosaceae		Flowering Plants	Not Listed	P
6855	Psammobotys fordi	Ford's sand dune moth	CA	pyralidae		Insects	Not Listed	I
6856	Psephenus arizonensis	Arizona water penny	AZ	psephenidae		Insects	Not Listed	I
6857	Psephenus montanus	White Mountains water penny	AZ	psephenidae		Insects	Not Listed	I
6858	Pseudacris illinoensis	Illinois chorus frog	AR, IL, MO	hylidae		Amphibians	Under Review in the Candidate or Petition Process	V
6859	Pseudanophthalmus acherontis	Snail shell cave beetle	TN	carabidae		Insects	Not Listed	I
6860	Pseudanophthalmus assimilis	West Wills Valley cave beetle	AL	carabidae		Insects	Not Listed	I
6861	Pseudanophthalmus audax	 cave beetle	KY	carabidae		Insects	Not Listed	I
6862	Pseudanophthalmus avernus	Endless Caverns cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6863	Pseudanophthalmus bendermani	Benderman's cave beetle	TN	carabidae		Insects	Not Listed	I
6864	Pseudanophthalmus caecus	Clifton Cave beetle	KY	carabidae		Insects	Not Listed	I
6865	Pseudanophthalmus calcareus	Limestone cave beetle	KY	carabidae		Insects	Not Listed	I
6866	Pseudanophthalmus catherinae	Catherine's cave beetle	TN	carabidae		Insects	Not Listed	I
6867	Pseudanophthalmus catorycetes	Lesser Adams Cave beetle	KY	carabidae		Insects	Not Listed	I
6868	Pseudanophthalmus colemanensis	Coleman Cave beetle	TN	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6869	Pseudanophthalmus conditus	 cave beetle	KY	carabidae		Insects	Not Listed	I
6870	Pseudanophthalmus cordicollis	Little Kennedy cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6871	Pseudanophthalmus deceptivus	Deceptive cave beetle	VA	carabidae		Insects	Not Listed	I
6872	Pseudanophthalmus egberti	Narrows cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6873	Pseudanophthalmus engelhardti	Engelhardt's cave beetle	TN	carabidae		Insects	Not Listed	I
6874	Pseudanophthalmus exoticus	 cave beetle	KY	carabidae		Insects	Not Listed	I
6875	Pseudanophthalmus fastigatus	Tapered cave beetle	GA	carabidae		Insects	Not Listed	I
6876	Pseudanophthalmus fowlerae	Fowler's cave beetle	TN	carabidae		Insects	Not Listed	I
6877	Pseudanophthalmus frigidus	Icebox Cave beetle	KY	carabidae		Insects	Not Listed	I
6878	Pseudanophthalmus fuscus fuscus	Greenbrier Valley cave beetle	WV	carabidae		Insects	Not Listed	I
6879	Pseudanophthalmus georgiae	Georgian cave beetle	GA	carabidae		Insects	Not Listed	I
6880	Pseudanophthalmus globiceps	 cave beetle	KY	carabidae		Insects	Not Listed	I
6881	Pseudanophthalmus hadenoecus	Mystic cave beetle	WV	carabidae		Insects	Not Listed	I
6882	Pseudanophthalmus hirsutus	Cudjo's cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6883	Pseudanophthalmus holsingeri	Holsinger's Cave Beetle	VA	carabidae		Insects	Not Listed	I
6884	Pseudanophthalmus horni	 cave beetle	KY	carabidae		Insects	Not Listed	I
6885	Pseudanophthalmus hortulanus	Garden cave beetle	VA	carabidae		Insects	Not Listed	I
6886	Pseudanophthalmus hubbardi	Hubbard's cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6887	Pseudanophthalmus hubrichti	Hubricht's cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6888	Pseudanophthalmus hypolithos	Stone-dwelling cave beetle	KY	carabidae		Insects	Not Listed	I
6889	Pseudanophthalmus illinoisensis	Illinois cave beetle	IL	carabidae		Insects	Not Listed	I
6890	Pseudanophthalmus inexpectatus	Surprising Cave beetle	KY	carabidae		Insects	Not Listed	I
6891	Pseudanophthalmus inquisitor	Inquirer Cave beetle	TN	carabidae		Insects	Not Listed	I
6892	Pseudanophthalmus insularis	Baker Station cave beetle	TN	carabidae		Insects	Not Listed	I
6893	Pseudanophthalmus intersectus	Crossroads cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6894	Pseudanophthalmus jonesi	Grassy Cove cave beetle	TN	carabidae		Insects	Not Listed	I
6895	Pseudanophthalmus krameri	Kramer's cave beetle	OH	carabidae		Insects	Not Listed	I
6896	Pseudanophthalmus krekeleri	Rich Mountain cave beetle	WV	carabidae		Insects	Not Listed	I
6897	Pseudanophthalmus lallemanti	Lallemant's cave beetle	WV	carabidae		Insects	Not Listed	I
6898	Pseudanophthalmus limicola	Shenandoah cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6899	Pseudanophthalmus longiceps	Long-headed cave beetle	VA	carabidae		Insects	Not Listed	I
6900	Pseudanophthalmus major	Beaver Cave beetle	KY	carabidae		Insects	Not Listed	I
6901	Pseudanophthalmus montanus	Dry Fork Valley cave beetle	WV	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6902	Pseudanophthalmus nelsoni	Nelson's cave beetle	VA	carabidae		Insects	Not Listed	I
6903	Pseudanophthalmus nickajackensis	Nickajack Cave beetle	TN	carabidae		Insects	Not Listed	I
6904	Pseudanophthalmus nortoni	Norton's cave beetle	TN	carabidae		Insects	Not Listed	I
6905	Pseudanophthalmus occidentalis	Cane Creek cave beetle	TN	carabidae		Insects	Not Listed	I
6906	Pseudanophthalmus ohioensis	Ohio cave beetle	OH	carabidae		Insects	Not Listed	I
6907	Pseudanophthalmus pallidus	Pale cave beetle	TN	carabidae		Insects	Not Listed	I
6908	Pseudanophthalmus paradoxus	Sensabush cave beetle	TN	carabidae		Insects	Not Listed	I
6909	Pseudanophthalmus parvicollis	Thin-neck cave beetle	VA	carabidae		Insects	Not Listed	I
6910	Pseudanophthalmus parvus	Tatum Cave beetle	KY	carabidae		Insects	Not Listed	I
6911	Pseudanophthalmus paulus	Nobletts cave beetle	TN	carabidae		Insects	Not Listed	I
6912	Pseudanophthalmus paynei	Payne's cave beetle	TN	carabidae		Insects	Not Listed	I
6913	Pseudanophthalmus petrunkevitchi	Petrunkevitch's cave beetle	VA	carabidae		Insects	Not Listed	I
6914	Pseudanophthalmus pholeter	Greater Adams Cave beetle	KY	carabidae		Insects	Not Listed	I
6915	Pseudanophthalmus pontis	Natural Bridge cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6916	Pseudanophthalmus potomaca potomaca	South Branch Valley cave beetle	VA, WV	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6917	Pseudanophthalmus potomaca senecae	Seneca cave beetle	WV	carabidae		Insects	Not Listed	I
6918	Pseudanophthalmus praetermissus	Overlooked cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6919	Pseudanophthalmus punctatus	Spotted cave beetle	VA	carabidae		Insects	Not Listed	I
6920	Pseudanophthalmus pusillus	Martin cave beetle	TN	carabidae		Insects	Not Listed	I
6921	Pseudanophthalmus puteanus	 cave beetle	KY	carabidae		Insects	Not Listed	I
6922	Pseudanophthalmus quadratus	Straley's cave beetle	VA	carabidae		Insects	Not Listed	I
6923	Pseudanophthalmus rogersae	Rogers' cave beetle	KY	carabidae		Insects	Not Listed	I
6924	Pseudanophthalmus sanctipauli	Saint Paul cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6925	Pseudanophthalmus scholasticus	Sawmill Hollow cave beetle	KY	carabidae		Insects	Not Listed	I
6926	Pseudanophthalmus scutilis	New Mammoth Cave cave beetle	TN	carabidae		Insects	Not Listed	I
6927	Pseudanophthalmus sequoyah	Sequoyah Caverns cave beetle	AL	carabidae		Insects	Not Listed	I
6928	Pseudanophthalmus sericus	Silken cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6929	Pseudanophthalmus sidus	Meridith cave beetle	TN	carabidae		Insects	Not Listed	I
6930	Pseudanophthalmus simplex	Flyn's hick cave beetle	TN	carabidae		Insects	Not Listed	I
6931	Pseudanophthalmus simulans	 cave beetle	KY	carabidae		Insects	Not Listed	I
6932	Pseudanophthalmus tenebrosus	 cave beetle	KY	carabidae		Insects	Not Listed	I
6933	Pseudanophthalmus thomasi	Thomas' cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6934	Pseudanophthalmus tiresias	Indian Grave Point (=Soothsayer) cave beetle	TN	carabidae		Insects	Not Listed	I
6935	Pseudanophthalmus troglodytes	Louisville Cave beetle	KY	carabidae		Insects	Not Listed	I
6936	Pseudanophthalmus tullahoma	Duck River cave beetle	TN	carabidae		Insects	Not Listed	I
6937	Pseudanophthalmus unionis	Union County cave beetle	TN	carabidae		Insects	Not Listed	I
6938	Pseudanophthalmus ventus	Blowing cave beetle	TN	carabidae		Insects	Not Listed	I
6939	Pseudanophthalmus virginicus	Maiden Spring cave beetle	VA	carabidae		Insects	Under Review in the Candidate or Petition Process	I
6940	Pseudanophthalmus wallacei	Wallace's cave beetle	TN	carabidae		Insects	Not Listed	I
6941	Pseudanopthalmus gracilis	 cave beetle	VA	carabidae		Insects	Not Listed	I
6942	Pseudanopthalmus sp.	Maryland cave beetle	MD	carabidae		Insects	Not Listed	I
6943	Pseudanopthalmus sylvaticus	 cave beetle	WV	carabidae		Insects	Not Listed	I
6944	Pseudanopthalmus vicarius	 cave beetle	VA	carabidae		Insects	Not Listed	I
6945	Pseudemys alabamensis	Alabama red-bellied turtle	AL, MS	emydidae	1987.0	Reptiles	Endangered	V
6946	Pseudemys concinna	Mississippi redbelly turtle	MS	emydidae		Reptiles	Not Listed	V
6947	Pseudemys concinna suwaniensis	Suwanee cooter	FL	emydidae		Reptiles	Not Listed	V
6948	Pseudemys gorzugi	Rio Grande cooter	NM, TX	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
6949	Pseudemys nelsoni	Florida Red-bellied turtle	FL	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
6950	Pseudemys rubriventris	Northern Red-bellied cooter	DC, DE, MA, MD, NC, NJ, NY, PA, VA	emydidae		Reptiles	Under Review in the Candidate or Petition Process	V
6951	Pseudemys rubriventris bangsi	Plymouth Redbelly Turtle	MA	emydidae	1980.0	Reptiles	Endangered	V
6952	Pseudemys scripta gaigeae	Big Bend slider	TX	emydidae		Reptiles	Not Listed	V
6953	Pseudemys stejnegeri	Jicotea	PR, VI	emydidae		Reptiles	Not Listed	V
6954	Pseudirion meridionalis	Meridion blackwater mayfly	FL, GA	heptageniidae		Insects	Not Listed	I
6955	Pseudobahia bahiifolia	Hartweg's golden sunburst	CA	asteraceae	1997.0	Flowering Plants	Endangered	P
6956	Pseudobahia peirsonii	San Joaquin adobe sunburst	CA	asteraceae	1997.0	Flowering Plants	Threatened	P
6957	Pseudobranchus striatus lustricolus	Gulf Hammock dwarf siren	FL	sirenidae		Amphibians	Under Review in the Candidate or Petition Process	V
6958	Pseudobroscus lentus	Haleakala pseudobroscus ground beetle	HI	carabidae		Insects	Not Listed	I
6959	Pseudocopaeodes eunus alinea		CA, NV	hesperiidae		Insects	Not Listed	I
6960	Pseudocopaeodes eunus eunus	Alkali skipper	CA	hesperiidae		Insects	Not Listed	I
6961	Pseudocopaeodes eunus flavus		CA, NV	hesperiidae		Insects	Not Listed	I
6962	Pseudocopaeodes eunus obscurus	Carson wandering skipper	CA, NV	hesperiidae	2001.0	Insects	Endangered	I
6963	Pseudocopaeodes eunus ssp.		CA	hesperiidae		Insects	Not Listed	I
6964	Pseudocotalpa andrewsi	Andrews' dune scarab beetle	CA	scarabaeidae		Insects	Not Listed	I
6965	Pseudocotalpa giulianii	Giuliani's dune scarab	NV	scarabaeidae		Insects	Not Listed	I
6966	Pseudogarypus orpheus	Music Hall Cave pseudoscorpion	CA	pseudogarypidae		Arachnids	Not Listed	I
6967	Pseudognaphalium macounii		DE, IL, NJ	asteraceae		Flowering Plants	Not Listed	P
6968	Pseudognaphalium sandwicensium var. molokaiense	`Ena`ena	HI	asteraceae	2016.0	Flowering Plants	Endangered	P
6969	Pseudonestor xanthophrys	Maui parrotbill (Kiwikiu)	HI	drepanidinae	1967.0	Birds	Endangered	V
6970	Pseudopsectra usingeri	Usinger's brown lacewing	HI	hemerobiidae		Insects	Not Listed	I
6971	Pseudorca crassidens	false killer whale		delphinidae	2012.0	Mammals	Endangered	V
6972	Pseudosinella certa	Gandy Creek cave springtail	WV	entomobryidae		Insects	Not Listed	I
6973	Pseudosinella testa	Shelled cave springtail	WV	entomobryidae		Insects	Not Listed	I
6974	Pseudotryonia adamantina	Diamond Tryonia	TX	hydrobiidae	2013.0	Snails	Endangered	I
6975	Psidium sintenisii	Hoja menuda	PR, VI	myrtaceae		Flowering Plants	Not Listed	P
6976	Psiguria cookiana	Algodoncillo	PR, VI	cucurbitaceae		Flowering Plants	Not Listed	P
6977	Psilactis heterocarpa	Welder machearanthera	TX	asteraceae		Flowering Plants	Not Listed	P
6978	Psilotreta frontalis	 caddisfly	MA	odontoceridae		Insects	Not Listed	I
6979	Psittirostra psittacea	`O`u (honeycreeper)	HI	drepanidinae	1967.0	Birds	Endangered	V
6980	Psorothamnus arborescens arborescens	Mojave indigo bush	CA	fabaceae		Flowering Plants	Not Listed	P
6981	Psorothamnus kingii		NV	fabaceae		Flowering Plants	Not Listed	P
6982	Psorothamnus polydenius var. jonesii		UT	fabaceae		Flowering Plants	Not Listed	P
6983	Psorothamnus thompsoniae var. thompsoniae	Thompson's dalea	AZ, UT	fabaceae		Flowering Plants	Not Listed	P
6984	Psorothamnus thompsoniae var. whitingii	Whiting's dalea	AZ, UT	fabaceae		Flowering Plants	Not Listed	P
6985	Psychilis krugii		PR, VI	orchidaceae		Flowering Plants	Not Listed	P
6986	Psychomastix deserticola	Desert monkey grasshopper	CA, NV	eumastacidae		Insects	Not Listed	I
6987	Psychotria grandiflora	Kopiko	HI	rubiaceae	2010.0	Flowering Plants	Endangered	P
6988	Psychotria hexandra ssp. oahuensis	Kopiko	HI	rubiaceae	2012.0	Flowering Plants	Endangered	P
6989	Psychotria hobdyi	Kopiko	HI	rubiaceae	2010.0	Flowering Plants	Endangered	P
6990	Psychotria insularum paradisii		HI	rubiaceae		Flowering Plants	Not Listed	P
6991	Psychotria malaspinae	Aplokating-palaoan	GU	rubiaceae	2015.0	Flowering Plants	Endangered	P
6992	Pteralyxia kauaiensis	Kaulu	HI	apocynaceae	1994.0	Flowering Plants	Endangered	P
6993	Pteralyxia laurifolia	Kaulu	HI	apocynaceae		Flowering Plants	Not Listed	P
6994	Pteralyxia macrocarpa	Kaulu	HI	apocynaceae	2012.0	Flowering Plants	Endangered	P
6995	Pteris lidgatei		HI	adiantaceae	1994.0	Ferns and Allies	Endangered	P
6996	Pterodroma cahow	Bermuda petrel		procellariidae	1970.0	Birds	Endangered	V
6997	Pterodroma hasitata	Black-capped petrel	GA, NC, SC	procellariidae		Birds	Proposed Threatened	V
6998	Pterodroma sandwichensis	Hawaiian petrel	HI	procellariidae	1967.0	Birds	Endangered	V
6999	Pteroglossaspis ecristata	Eulophia	FL	orchidaceae		Flowering Plants	Not Listed	P
7000	Pteronotropis euryzonus	Broadstripe shiner	AL, GA	cyprinidae		Fishes	Not Listed	V
7001	Pteronotropis hubbsi	Bluehead shiner	AR, LA, OK, TX	cyprinidae		Fishes	Under Review in the Candidate or Petition Process	V
7002	Pteropus mariannus mariannus	Mariana fruit Bat (=Mariana flying fox)	GU, MP	pteropodidae	1984.0	Mammals	Threatened	V
7003	Pteropus mariannus paganensis	Pagan Mariana flying fox bat	MP	pteropodidae		Mammals	Not Listed	V
7004	Pteropus samoensis samoensis	Samoan fruit bat	AS	pteropodidae		Mammals	Not Listed	V
7005	Pteropus tokudae	Little Mariana fruit Bat	GU	pteropidae	1984.0	Mammals	Endangered	V
7006	pterostichus johnsoni	(Pterostichus johnsoni) ground beetle		carabidae		Insects	Not Listed	I
7007	Pterostichus rothi	Roth's blind ground beetle	OR	carabidae		Insects	Not Listed	I
7008	Ptilagrostis porteri	Porter's Feathergrass	CO	poaceae		Flowering Plants	Not Listed	P
7009	Ptilimnium ahlesii	Carolina bishopweed	GA, NC, SC	apiaceae		Flowering Plants	Not Listed	P
7010	Ptilimnium nodosum	Harperella	AL, AR, GA, MD, NC, OK, SC, VA, WV	apiaceae	1988.0	Flowering Plants	Endangered	P
7011	Ptilinopus perousii perousii	Many-colored Fruit-Dove	AS	columbidae		Birds	Not Listed	V
7012	Ptilinopus roseicapilla	Mariana fruit dove	GU, MP	columbidae		Birds	Not Listed	V
7013	ptomaphagus cocytus			leiodidae		Insects	Not Listed	I
7014	Ptychobranchus greenii	Triangular Kidneyshell	AL, GA, TN	unionidae	1993.0	Clams	Endangered	I
7015	Ptychobranchus jonesi	Southern kidneyshell	AL, FL	unionidae	2012.0	Clams	Endangered	I
7016	Ptychobranchus occidentalis	Ouachita kidneyshell	AR, KS, MO, OK	unionidae		Clams	Not Listed	I
7017	Ptychobranchus subtentum	Fluted kidneyshell	KY, TN, VA	unionidae	2013.0	Clams	Endangered	I
7018	Ptychocheilus lucius	Colorado pikeminnow (=squawfish)	AZ, CA, CO, NM, UT, WY	cyprinidae	1967.0	Fishes	Endangered	V
7019	Ptychocheilus lucius	Colorado pikeminnow (=squawfish)	AZ, NM	cyprinidae	1985.0	Fishes		V
7020	Ptychoramphus aleuticus	Cassin's Auklet		laridae		Birds	Not Listed	V
7021	Puccinellia howellii	Howell's alkali grass	CA	poaceae		Flowering Plants	Not Listed	P
7022	Puccinellia nutkaensis	 alkali grass	AK	poaceae		Flowering Plants	Not Listed	P
7023	Puccinellia parishii	Parish's alkali grass	AZ, CA, CO, NM	poaceae		Flowering Plants	Not Listed	P
7024	Puffinus auricularis newelli	Newell's Townsend's shearwater	HI	procellariidae	1975.0	Birds	Threatened	V
7025	Puma (=Felis) concolor (all subsp. except coryi)	Puma (=mountain lion)	FL	felidae	1991.0	Mammals	Similarity of Appearance to a Threatened Taxon	V
7026	Puma (=Felis) concolor coryi	Florida panther	FL	felidae	1967.0	Mammals	Endangered	V
7027	Puma (=Felis) concolor couguar	Eastern puma (=cougar)		felidae	1973.0	Mammals	Extinction	V
7028	Purshia (=Cowania) subintegra	Arizona Cliffrose	AZ	rosaceae	1984.0	Flowering Plants	Endangered	P
7029	Pycnanthemum curvipes		AL, GA, TN	lamiaceae		Flowering Plants	Not Listed	P
7030	Pycnanthemum floridanum		FL	lamiaceae		Flowering Plants	Not Listed	P
7031	Pycnanthemum monotrichum	 mountain-mint	VA	lamiaceae		Flowering Plants	Not Listed	P
7032	Pycnanthemum torrei	Torrey's mountainmint	NC	lamiaceae		Flowering Plants	Not Listed	P
7033	Pyganodon gibbosa	Inflated floater	GA	unionidae		Clams	Under Review in the Candidate or Petition Process	I
7034	Pyreferra ceromatica	Annointed sallow noctuid moth	AL, CT, DE, FL, IN, MA, ME, NC, NJ, NY, PA, SC	noctuidae		Insects	Not Listed	I
7035	Pyrgulopsis	Columbia springsnail		hydrobiidae		Snails	Not Listed	I
7036	Pyrgulopsis aardahli	Aardhals springsnail	CA	hydrobiidae		Snails	Not Listed	I
7037	Pyrgulopsis agarhecta	Ocmulgee marstonia	GA	hydrobiidae		Snails	Not Listed	I
7038	Pyrgulopsis aloba	Duckwater pyrg	NV	hydrobiidae		Snails	Not Listed	I
7039	Pyrgulopsis anatina	Southern Duckwater pyrg	NV	hydrobiidae		Snails	Not Listed	I
7040	Pyrgulopsis anguina	Longitudinal pyrg	NV, UT	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7041	Pyrgulopsis arizonae	Bylas springsnail	AZ	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7042	Pyrgulopsis avernalis	Moapa pebblesnail	NV	hydrobiidae		Snails	Not Listed	I
7043	Pyrgulopsis bacchus	Grand Wash springsnail	AZ	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7044	Pyrgulopsis bernardina	San Bernardino springsnail	AZ	hydrobiidae	2012.0	Snails	Threatened	I
7045	Pyrgulopsis breviloba	Flag pyrg	NV	hydrobiidae		Snails	Not Listed	I
7046	Pyrgulopsis bruneauensis	Bruneau Hot springsnail	ID	hydrobiidae	1993.0	Snails	Endangered	I
7047	Pyrgulopsis carinifera	Moapa Valley pyrg	NV	hydrobiidae		Snails	Not Listed	I
7048	Pyrgulopsis castor	Beaver pond marstonia	GA	hydrobiidae		Snails	Not Listed	I
7049	Pyrgulopsis chupaderae	Chupadera springsnail	NM	hydrobiidae	2012.0	Snails	Endangered	I
7050	Pyrgulopsis coloradensis	Blue Point pyrg	NV	hydrobiidae		Snails	Not Listed	I
7051	Pyrgulopsis conica	Kingman springsnail	AZ	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7052	Pyrgulopsis crystalis	Crystal springsnail	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7053	Pyrgulopsis deaconi	Spring Mountains pyrg	NV	hydrobiidae		Snails	Not Listed	I
7054	Pyrgulopsis deserta	Desert springsnail snail	AZ, UT	hydrobiidae		Snails	Not Listed	I
7055	Pyrgulopsis erythropoma	Ash Meadows pebblesnail	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7056	Pyrgulopsis fairbanksensis	Fairbanks springsnail	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7057	Pyrgulopsis fausta	Corn Creek pyrg	NV	hydrobiidae		Snails	Not Listed	I
7058	Pyrgulopsis gilae	Gila springsnail	NM	hydrobiidae		Snails	Not Listed	I
7059	Pyrgulopsis glandulosa	Verde Rim springsnail	AZ	hydrobiidae		Snails	Not Listed	I
7060	Pyrgulopsis gracilis	Emigrant pyrg	NV	hydrobiidae		Snails	Not Listed	I
7061	Pyrgulopsis hamlinensis	Hamlin Valley pyrg	UT	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7062	Pyrgulopsis hendersoni	Harney Lake springsnail		hydrobiidae		Snails	Not Listed	I
7063	Pyrgulopsis hubbsi	Hubbs pyrg	NV	hydrobiidae		Snails	Not Listed	I
7064	Pyrgulopsis idahoensis	Idaho springsnail	ID	hydrobiidae	1992.0	Snails		I
7065	Pyrgulopsis isolata	Elongate-gland Springsnail	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7066	Pyrgulopsis landyei	Landyes pyrg	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7067	Pyrgulopsis lata	Butterfield pyrg	NV	hyrdobiidae		Snails	Not Listed	I
7068	Pyrgulopsis lockensis	Lockes pyrg	NV	hydrobiidae		Snails	Not Listed	I
7069	Pyrgulopsis marcida	Hardy pyrg	NV	hydrobiidae		Snails	Not Listed	I
7070	Pyrgulopsis (=Marstonia) pachyta	Armored snail	AL	hydrobiidae	2000.0	Snails	Endangered	I
7071	Pyrgulopsis merriami	Pahranagat pebblesnail	NV	hydrobiidae		Snails	Not Listed	I
7072	Pyrgulopsis micrococcus	Oasis Valley springsnail	NV	hydrobiidae		Snails	Not Listed	I
7073	Pyrgulopsis montana	Camp Valley pyrg	NV	hydrobiidae		Snails	Not Listed	I
7074	Pyrgulopsis montezumensis	Montezuma Well springsnail	AZ	hydrobiidae		Snails	Not Listed	I
7075	Pyrgulopsis morrisoni	Page springsnail	AZ	hydrobiidae		Snails	Not Listed	I
7076	Pyrgulopsis nanus	Distal-gland springsnail	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7077	Pyrgulopsis neomexicana	Socorro springsnail	NM	hydrobiidae	1991.0	Snails	Endangered	I
7078	Pyrgulopsis neritella	Neritiform Steptoe Ranch pyrg	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7079	Pyrgulopsis notidicola	Elongate mud meadows Springsnail	NV	hydrobiidae		Snails	Not Listed	I
7080	Pyrgulopsis ogmorhaphe	Royal marstonia (snail)	TN	hydrobiidae	1994.0	Snails	Endangered	I
7081	Pyrgulopsis olivacea	Olive marstonia	AL	hydrobiidae		Snails	Not Listed	I
7082	Pyrgulopsis orbiculata	Sub-globose Steptoe Ranch pyrg	NV	hydrobiidae		Snails	Under Review in the Candidate or Petition Process	I
7083	Pyrgulopsis owensensis	Owens springsnail	CA	hydrobiidae		Snails	Not Listed	I
7084	Pyrgulopsis ozarkensis	Ozark pyrg	AR	hydrobiidae		Snails	Not Listed	I
7085	Pyrgulopsis papillata	Big Warm Spring pyrg	NV	hydrobiidae		Snails	Not Listed	I
