	Scientific Name	Common Name	Region	Family	First Listed	Taxonomic Group	Status	Type
1099	Calochortus clavatus recurvifolius	Arroyo de la Cruz mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1100	Calochortus coxii	Cox's mariposa lily	OR	liliaceae		Flowering Plants	Not Listed	P
1101	Calochortus dunnii	Dunn's mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1102	Calochortus excavatus	Inyo mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1103	Calochortus greenei	Greene's mariposa lily	CA, OR	liliaceae		Flowering Plants	Not Listed	P
1104	Calochortus howellii	Howell's mariposa lily	OR	liliaceae		Flowering Plants	Not Listed	P
1105	Calochortus indecorus	 mariposa lily	OR	liliaceae		Flowering Plants	Not Listed	P
1106	Calochortus longebarbatus longebarbatus	Long-haired star-tulip	WA	liliaceae		Flowering Plants	Not Listed	P
1107	Calochortus longebarbatus peckii	Long-bearded, Peck's mariposa	OR	liliaceae		Flowering Plants	Not Listed	P
1108	Calochortus monanthus	Shasta River mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1109	Calochortus nitidus		ID, WA	liliaceae		Flowering Plants	Not Listed	P
1110	Calochortus obispoensis	San Luis mariposa	CA	liliaceae		Flowering Plants	Not Listed	P
1111	Calochortus palmeri munzii	Munz's mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1112	Calochortus palmeri palmeri	Palmer's mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1113	Calochortus persistens	Siskiyou Mariposa lily	CA, OR	liliaceae		Flowering Plants	Not Listed	P
1114	Calochortus plummerae	Plummer's mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1115	calochortus pulchellus	Recurved larkspur		liliaceae		Flowering Plants	Not Listed	P
1116	Calochortus raichei	The Cedars globe-lily	CA	liliaceae		Flowering Plants	Not Listed	P
1117	Calochortus simulans	Mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1118	Calochortus striatus	Alkali mariposa lily	CA, NV	liliaceae		Flowering Plants	Not Listed	P
1119	Calochortus tiburonensis	Tiburon mariposa lily	CA	liliaceae	1995.0	Flowering Plants	Threatened	P
1120	Calochortus umpquaensis	Umpqua mariposa Lily	OR	liliaceae		Flowering Plants	Not Listed	P
1121	Calochortus venustus sanguineus	Mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1122	Calochortus weedii intermedius	Foothill mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1123	Calochortus weedii vestus		CA	liliaceae		Flowering Plants	Not Listed	P
1124	Calochortus westonii	Shirley Meadows mariposa lily	CA	liliaceae		Flowering Plants	Not Listed	P
1125	Caloenas nicobarica pelewensis	Palau Nicobar pigeon		columbidae		Birds	Not Listed	V
1126	Calopogon multiflorus	Manyflower grasspink		orchidaceae		Flowering Plants	Not Listed	P
1127	Calopogon oklahomensis	Oklahoma grasspink	AR, IL, LA, MO, MS, OK, TX, WI	orchidaceae		Flowering Plants	Not Listed	P
1128	Calycadenia fremontii	Fremont's rosinweed	CA	asteraceae		Flowering Plants	Not Listed	P
1129	Calycadenia hooveri	Hoover's rosinweed	CA	asteraceae		Flowering Plants	Not Listed	P
1130	Calydorea coelestina	Bartram's ixia	FL	iridaceae		Flowering Plants	Not Listed	P
1131	Calypte costae	Costa's Hummingbird		trochilidae		Birds	Not Listed	V
1132	Calyptranthes estremerae		PR, VI	myrtaceae		Flowering Plants	Not Listed	P
1133	Calyptranthes luquillensis		PR, VI	myrtaceae		Flowering Plants	Not Listed	P
1134	Calyptranthes peduncularis		PR, VI	myrtaceae		Flowering Plants	Not Listed	P
1135	Calyptranthes thomasiana		VI	myrtaceae	1994.0	Flowering Plants	Endangered	P
1136	Calyptranthes triflorum		PR, VI	myrtaceae		Flowering Plants	Not Listed	P
1137	Calyptridium pulchellum	Mariposa pussypaws	CA	portulacaceae	1998.0	Flowering Plants	Threatened	P
1138	Calyptronoma rivalis	Palma de manaca	PR	arecaceae	1990.0	Flowering Plants	Threatened	P
1139	Calystegia atriplicifolia buttensis	Butte County morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1140	Calystegia collina oxyphylla	Mt. Saint Helena morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1141	Calystegia collina venusta	South Coast Range morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1142	Calystegia macrostegia amplissima	Island morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1143	Calystegia peirsonii	Peirson's morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1144	Calystegia stebbinsii	Stebbins' morning-glory	CA	convolvulaceae	1996.0	Flowering Plants	Endangered	P
1145	Calystegia subacaulis episcopalis	Cambria morning-glory	CA	convolvulaceae		Flowering Plants	Not Listed	P
1146	Camassia cusickii		ID, OR	liliaceae		Flowering Plants	Not Listed	P
1147	Camassia howellii		OR	liliaceae		Flowering Plants	Not Listed	P
1148	Camassia leichtlinii leichtlinii	Leichtlin camassia	OR	liliaceae		Flowering Plants	Not Listed	P
1149	Cambarellus blacki	Cypress crayfish	FL	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1150	Cambarellus diminutus	Least crayfish	AL, MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1151	Cambarellus lesliei	Angular Dwarf crayfish	AL, MS	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1152	Cambarus aculabrum	Benton County cave crayfish	AR, MO	cambaridae	1993.0	Crustaceans	Endangered	I
1153	Cambarus batchi	 crayfish	KY	cambaridae		Crustaceans	Not Listed	I
1154	Cambarus bouchardi	Big South Fork crayfish	KY, TN	cambaridae		Crustaceans	Not Listed	I
1155	Cambarus callainus	Big Sandy crayfish	KY, VA, WV	cambaridae	2016.0	Crustaceans	Threatened	I
1156	Cambarus catagius	Greensboro burrowing crayfish	NC	cambaridae		Crustaceans	Not Listed	I
1157	Cambarus chasmodactylus	New River riffle crayfish	NC, VA, WV	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1158	Cambarus chaugaensis	Chauga crayfish	GA, NC, SC	cambaridae		Crustaceans	Not Listed	I
1159	Cambarus coosawattae	Coosawattae crayfish	GA	cambaridae		Crustaceans	Not Listed	I
1160	Cambarus cracens	Slenderclaw crayfish	AL	cambaridae		Crustaceans	Proposed Threatened	I
1161	Cambarus cryptodytes	Dougherty Plain Cave crayfish	FL, GA	cambaridae		Crustaceans	Not Listed	I
1162	Cambarus cymatilis	Conasauga Blue burrower	GA, TN	cambaridae		Crustaceans	Not Listed	I
1163	Cambarus eeseeohensis	Grandfather Mountain crayfish	NC	cambaridae		Crustaceans	Not Listed	I
1164	Cambarus elkensis	Elk River crayfish	WV	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1165	Cambarus englishi	Tallapoosa River crayfish	AL, GA	cambaridae		Crustaceans	Not Listed	I
1166	Cambarus extraneus	Chickamauga crayfish	GA, TN	cambaridae		Crustaceans	Not Listed	I
1167	Cambarus fasciatus	Etowah crayfish	GA	cambaridae		Crustaceans	Not Listed	I
1168	Cambarus georgiae	Little Tennessee crayfish	GA, NC	cambaridae		Crustaceans	Not Listed	I
1169	Cambarus harti	Piedmont Blue burrower	GA	cambaridae		Crustaceans	Not Listed	I
1170	Cambarus hiwasseensis	Hiwassee headwater crayfish	GA, NC	cambaridae		Crustaceans	Not Listed	I
1171	Cambarus jezerinaci	Spiny Scale crayfish	TN, VA	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1172	Cambarus jonesi	Alabama Cave crayfish	AL	cambaridae		Crustaceans	Not Listed	I
1173	Cambarus miltus	 crayfish	AL	cambaridae		Crustaceans	Not Listed	I
1174	Cambarus nerterius	Greenbrier Cave crayfish	WV	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1175	Cambarus obeyensis	Obey crayfish	TN	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1176	Cambarus parrishi	Parrish crayfish	GA, NC	cambaridae		Crustaceans	Not Listed	I
1177	Cambarus pristinus	Pristine crayfish	TN	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1178	Cambarus reburrus	French Broad crayfish	NC	cambaridae		Crustaceans	Not Listed	I
1179	Cambarus scotti	Chattooga River crayfish	AL, GA	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1180	Cambarus speciosus	Beautiful crayfish	GA	cambaridae		Crustaceans	Not Listed	I
1181	Cambarus spicatus	Little River crayfish	SC	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1182	Cambarus strigosus	Lean crayfish	GA	cambaridae		Crustaceans	Not Listed	I
1183	Cambarus subterraneus	Delaware County Cave Crayfish		cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1184	Cambarus tartarus	 crayfish	OK	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1185	Cambarus unestami	Blackbarred crayfish	AL, GA	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1186	Cambarus veteranus	Guyandotte River crayfish	WV	cambaridae	2016.0	Crustaceans	Endangered	I
1187	Cambarus williami	Brawleys Fork crayfish	TN	cambaridae		Crustaceans	Under Review in the Candidate or Petition Process	I
1188	Cambarus zophonastes	Hell Creek Cave crayfish	AR	cambaridae	1987.0	Crustaceans	Endangered	I
1189	Camissonia atwoodii		UT	onagraceae		Flowering Plants	Not Listed	P
1190	Camissonia bairdii	Baird's evening primrose		onagraceae		Flowering Plants	Not Listed	P
1191	Camissonia benitensis	San Benito evening-primrose	CA	onagraceae	1985.0	Flowering Plants	Threatened	P
1192	Camissonia confertiflora	 evening-primrose	AZ	onagraceae		Flowering Plants	Not Listed	P
1193	Camissonia exilis	Cottonwood Spring suncup	AZ, UT	onagraceae		Flowering Plants	Not Listed	P
1194	Camissonia gouldii	Diamond Valley suncup	AZ, UT	onagraceae		Flowering Plants	Not Listed	P
1195	Camissonia guadalupensis clementina	San Clemente Island evening-primrose	CA	onagraceae		Flowering Plants	Not Listed	P
1196	Camissonia hardhamiae	Hardham's evening-primrose	CA	onagraceae		Flowering Plants	Not Listed	P
1197	Camissonia megalantha	 evening-primrose	NV	onagraceae		Flowering Plants	Not Listed	P
1198	Camissonia nevadensis	 evening-primrose	NV	onagraceae		Flowering Plants	Not Listed	P
1199	Camissonia parryi	 evening-primrose	AZ, UT	onagraceae		Flowering Plants	Not Listed	P
1200	Camissonia sierrae alticola	Mono Hot Springs evening-primrose	CA	onagraceae		Flowering Plants	Not Listed	P
1201	Camissonia specuicola hesperia	 evening-primrose	AZ	onagraceae		Flowering Plants	Not Listed	P
1202	Camissonia specuicola specuicola	 evening-primrose	AZ	onagraceae		Flowering Plants	Not Listed	P
1203	Camissonia tanacetifolia quadriperforata	Sierra Valley evening-primrose	CA	onagraceae		Flowering Plants	Not Listed	P
1204	Campanula californica	Swamp harebell	CA	campanulaceae		Flowering Plants	Not Listed	P
1205	campanula exigua	Chaparral harebell		campanulaceae		Flowering Plants	Not Listed	P
1206	Campanula piperi	Olympic harebell	WA	campanulaceae		Flowering Plants	Not Listed	P
1207	Campanula reverchonii	Basin bellflower	TX	campanulaceae		Flowering Plants	Not Listed	P
1208	Campanula robinsiae	Brooksville bellflower	FL	campanulaceae	1989.0	Flowering Plants	Endangered	P
1209	Campanula rotundifolia sacajaweana		OR	campanulaceae		Flowering Plants	Not Listed	P
1210	Campanula sharsmithiae	Mt. Hamilton harebell	CA	campanulaceae		Flowering Plants	Not Listed	P
1211	Campanula shetleri	Castle Crags campanula	CA	campanulaceae		Flowering Plants	Not Listed	P
1212	Campanula wilkinsiana	Wilkin's harebell	CA	campanulaceae		Flowering Plants	Not Listed	P
1213	Campeloma decampi	Slender campeloma	AL	viviparidae	2000.0	Snails	Endangered	I
1214	Campephilus principalis	Ivory-billed woodpecker	AR	picidae	1967.0	Birds	Endangered	V
1215	Campostoma ornatum	Mexican stoneroller	AZ, TX	cyprinidae		Fishes	Not Listed	V
1216	Campsicnemus mirabilis	Ko`olau spurwing long-legged fly	HI	dolichopodidae		Insects	Not Listed	I
1217	Campylium cardotii	Cardot's campylium moss		amblystegiaceae		Lichens	Not Listed	P
1218	Campylopus carolinae	Savannah campylopus	GA, NC	dicranaceae		Flowering Plants	Not Listed	P
1219	Campylorhynchus brunneicapillus	Cactus Wren		certhiidae		Birds	Not Listed	V
1220	Campylorhynchus brunneicapillus couesi	San Diego cactus wren	CA	troglodytidae		Birds	Not Listed	V
1221	Canavalia hawaiiensis	Pua-kauhi	HI	fabaceae		Flowering Plants	Not Listed	P
1222	Canavalia hawaiiensis	 jack-bean	HI	fabaceae		Flowering Plants	Not Listed	P
1223	Canavalia kauaiensis	 jack-bean	HI	fabaceae		Flowering Plants	Not Listed	P
1224	Canavalia molokaiensis	`Awikiwiki	HI	fabaceae	1992.0	Flowering Plants	Endangered	P
1225	Canavalia napaliensis	`Awikiwiki	HI	fabaceae	2010.0	Flowering Plants	Endangered	P
1226	Canavalia pubescens	`Awikiwiki	HI	fabaceae	2013.0	Flowering Plants	Endangered	P
1227	canis latrans	coyote		canidae		Mammals	Not Listed	V
1228	Canis lupus	Gray wolf		canidae	1978.0	Mammals	Not Listed	V
1229	Canis lupus	Gray wolf	CA, MI, OR, WA, WI	canidae	1978.0	Mammals	Endangered	V
1230	Canis lupus	Gray wolf	ID, MT, OR, UT, WA, WY	canidae	1978.0	Mammals	Recovery	V
1231	Canis lupus	Gray wolf	MN	canidae	1978.0	Mammals	Threatened	V
1232	Canis lupus baileyi	Mexican wolf		canidae	1998.0	Mammals		V
1233	Canis lupus baileyi	Mexican wolf	AZ, NM	canidae	1976.0	Mammals	Endangered	V
1234	Canis lupus ligoni	Alexander Archipelago wolf	AK	canidae		Mammals	Not Listed	V
1235	Canis rufus	Red wolf	FL	canidae	1967.0	Mammals	Endangered	V
1236	Canis rufus	Red wolf	NC	canidae	1986.0	Mammals		V
1237	Canna pertusa	Maraca	PR, VI	cannaceae		Flowering Plants	Not Listed	P
1238	Cantinella gelida	Frigid ambersnail		succineidae		Snails	Not Listed	I
1239	Capnia lacustra	Lake Tahoe benthic stonefly	CA, NV	capniidae		Insects	Not Listed	I
1240	Capnia lineata	Straight snowfly	ID	capniidae		Insects	Not Listed	I
1241	Capnia zukeli	Idaho snowfly	ID	capniidae		Insects	Not Listed	I
1242	Capparis sandwichiana	Pus pilo	HI	capparaceae		Flowering Plants	Not Listed	P
1243	Caprimulgus noctitherus	Puerto Rican nightjar	PR	caprimulgidae	1973.0	Birds	Endangered	V
1244	Cardamine clematitis	Mountain bittercress	NC	brassicaceae		Flowering Plants	Not Listed	P
1245	Cardamine constancei	Constance's bittercress	ID	brassicaceae		Flowering Plants	Not Listed	P
1246	Cardamine flexuosa	Kona bittercress	HI	brassicaceae		Flowering Plants	Not Listed	P
1247	Cardamine longii	Long's bittercress	DE, MA, MD, ME, NC, NH, NJ, NY, RI, VA	brassicaceae		Flowering Plants	Not Listed	P
1248	Cardamine micranthera	Small-anthered bittercress	NC, VA	brassicaceae	1989.0	Flowering Plants	Endangered	P
1249	Cardamine nuttallii	Yellow-tubered toothwort	CA, OR	brassicaceae		Flowering Plants	Not Listed	P
1250	Cardamine pattersonii	Saddle Mountain bittercress	OR	brassicaceae		Flowering Plants	Not Listed	P
1251	Cardamine penduliflora		OR	brassicaceae		Flowering Plants	Not Listed	P
1252	Cardamine rupicola	 bittercress	MT	brassicaceae		Flowering Plants	Not Listed	P
1253	Carduelis lawrencei	Lawrence's Goldfinch		fringillidae		Birds	Not Listed	V
1254	Carelia spp. (ca 12)	Spp. (ca 12) carelia	HI	amastridae		Snails	Not Listed	I
1255	Caretta caretta	Loggerhead sea turtle	AL, FL, GA, LA, MS, NC, SC, TX, VA	cheloniidae	1978.0	Reptiles	Threatened	V
1256	Caretta caretta	Loggerhead sea turtle	OR	cheloniidae	1978.0	Reptiles	Endangered	V
1257	Carex albida	White sedge	CA	cyperaceae	1997.0	Flowering Plants	Endangered	P
1258	Carex arapahoensis	 sedge	CO, MT, UT	cyperaceae		Flowering Plants	Not Listed	P
1259	Carex austrocaroliniana	 sedge	AL, GA, KY, NC, SC, TN	cyperaceae		Flowering Plants	Not Listed	P
1260	Carex baltzellii	 sedge	FL	cyperaceae		Flowering Plants	Not Listed	P
1261	Carex barrattii	Barratt's sedge	AL, CT, DE, MD, NC, NJ, NY, PA, TN, VA	cyperaceae		Flowering Plants	Not Listed	P
1262	Carex bicknellii opaca	 sedge	AR	cyperaceae		Flowering Plants	Not Listed	P
1263	Carex biltmoreana	Biltmore sedge	GA, NC, SC	cyperaceae		Flowering Plants	Not Listed	P
1264	Carex brysonii	Bryson's sedge	AL	cyperaceae		Flowering Plants	Not Listed	P
1265	Carex chapmanii	Chapman's sedge	FL	cyperaceae		Flowering Plants	Not Listed	P
1266	Carex communis var. amplisquama	Fort Mountain Sedge	GA, NC	cyperaceae		Flowering Plants	Not Listed	P
1267	Carex decomposita	 sedge	AL, AR, FL, GA, IL, IN, MD, MI, MO, MS, NC, OH, OK, SC, TN, TX, VA	cyperaceae		Flowering Plants	Not Listed	P
1268	Carex fissa	 sedge	KS, OK	cyperaceae		Flowering Plants	Not Listed	P
1269	Carex formosa	 sedge	MI, MN, ND, NY, OH, WI	cyperaceae		Flowering Plants	Not Listed	P
1270	Carex haysii	 sedge	UT	cyperaceae		Flowering Plants	Not Listed	P
1271	Carex hyalina	Tissue sedge	AR, OK, TX	cyperaceae		Flowering Plants	Not Listed	P
1272	Carex impressinervia	Ravine sedge	AL, MS, NC, SC	cyperaceae		Flowering Plants	Under Review in the Candidate or Petition Process	P
1273	Carex interrupta	 sedge	OR, WA	cyperaceae		Flowering Plants	Not Listed	P
1274	Carex josselynii	Josselyn's sedge	ME	cyperaceae		Flowering Plants	Not Listed	P
1275	Carex latebracteata	Waterfall's sedge	AR, OK	cyperaceae		Flowering Plants	Not Listed	P
1276	Carex lenticularis dolia	 sedge	AK, MT	cyperaceae		Flowering Plants	Not Listed	P
1277	Carex lutea	Golden sedge	NC	cyperaceae	2002.0	Flowering Plants	Endangered	P
1278	Carex manhartii	Manhart's sedge	NC	cyperaceae		Flowering Plants	Not Listed	P
1279	Carex mariposana	Sierra sedge	CA	cyperaceae		Flowering Plants	Not Listed	P
1280	carex mckittrickensis	Guadalupe Mountain sedge		cyperaceae		Flowering Plants	Not Listed	P
1281	Carex micropoda	Anderson sedge	AK	cyperaceae		Flowering Plants	Not Listed	P
1282	Carex microptera crassinervia	Small-living, thick-nerved sedge	CO, MT, NV, WY	cyperaceae		Flowering Plants	Not Listed	P
1283	Carex misera	 sedge	GA, NC, TN	cyperaceae		Flowering Plants	Not Listed	P
1284	Carex obispoensis	San Luis sedge	CA	cyperaceae		Flowering Plants	Not Listed	P
1285	Carex onusta	 sedge	TX	cyperaceae		Flowering Plants	Not Listed	P
1286	Carex oronensis	 sedge	ME	cyperaceae		Flowering Plants	Not Listed	P
1287	Carex parryana	Indian Valley sedge	ID	cyperaceae		Flowering Plants	Not Listed	P
1288	Carex parryana idahoa	 sedge	ID, MT	cyperaceae		Flowering Plants	Not Listed	P
1289	Carex polymorpha	Variable sedge	CT, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VA, WV	cyperaceae		Flowering Plants	Not Listed	P
1290	Carex purpurifera	 sedge	AL, GA, KY, OH, TN, VA	cyperaceae		Flowering Plants	Not Listed	P
1291	Carex radfordii	Radford's sedge	NC	cyperaceae		Flowering Plants	Not Listed	P
1292	Carex roanensis	 sedge	NC	cyperaceae		Flowering Plants	Not Listed	P
1293	Carex schweinitzii	 sedge	CT, DE, MA, MO, NC, NJ, NY, PA, VA, VT, WI	cyperaceae		Flowering Plants	Not Listed	P
1294	Carex scirpoidea curatorum	 sedge	AZ, UT	cyperaceae		Flowering Plants	Not Listed	P
1295	Carex socialis	 sedge	AR, IL, IN, KY, MO, TN	cyperaceae		Flowering Plants	Not Listed	P
1296	Carex specuicola	Navajo sedge	AZ, UT	cyperaceae	1985.0	Flowering Plants	Threatened	P
1297	Carex sterilis	Aroostook sedge	ME	cyperaceae		Flowering Plants	Not Listed	P
1298	Carex tompkinsii	Thompkins' sedge	CA	cyperaceae		Flowering Plants	Not Listed	P
1299	Carex wahuensis herbstii		HI	cyperaceae		Flowering Plants	Not Listed	P
1300	Carex whitneyi	Whitney sedge	CA	cyperaceae		Flowering Plants	Not Listed	P
1301	Carlquistia muirii	Muir's raillardella	CA	asteraceae		Flowering Plants	Not Listed	P
1302	Carolella busckana	Busck's gall moth	CA	phaloniidae		Insects	Not Listed	I
1303	Carpenteria californica	 carpenteria	CA	saxifragaceae		Flowering Plants	Not Listed	P
1304	Carpodacus cassinii	Cassin's Finch		fringillidae		Birds	Not Listed	V
1305	Carposina viridis	Green carposinid moth	HI	carposinidae		Insects	Not Listed	I
1306	Carterocephalus palaemon ssp.	Sonoma arctic skipper	CA	hesperiidae		Insects	Not Listed	I
1307	Cassia exunguis	 tamarindillo	PR, VI	fabaceae		Flowering Plants	Not Listed	P
1308	Cassia fasciculata macrosperma		MD, VA	fabaceae		Flowering Plants	Not Listed	P
1309	Castanea pumila ozarkensis	Ozark chinquapin	AL, AR, MO, OK	fagaceae		Flowering Plants	Not Listed	P
1310	Castilleja affinis ssp. neglecta	Tiburon paintbrush	CA	scrophulariaceae	1995.0	Flowering Plants	Endangered	P
1311	Castilleja ambigua humboldtiensis	Humboldt Bay owl's clover	CA	scrophulariaceae		Flowering Plants	Not Listed	P
